study,authors,crop,p_dependency,farm_size,habitat_description,habitat,agr_intensity,distance,distance_measure,treatment,fruitset,sampling_effort,sites,location,source
Enriquez,Enriquez et al. 2015,squash,Essential (90-100%),Small (<1ha),"secondary vegetation, incl. large forest fragments (>300ha)",other,low,96.91,reported,open,0.0539,100,10,PU1,corresponding author(s)
Enriquez,Enriquez et al. 2015,squash,Essential (90-100%),Small (<1ha),"secondary vegetation, incl. large forest fragments (>300ha)",other,low,88.48,reported,open,0.0539,100,10,PU2,corresponding author(s)
Enriquez,Enriquez et al. 2015,squash,Essential (90-100%),Small (<1ha),"secondary vegetation, incl. large forest fragments (>300ha)",other,low,28.46,reported,open,0.1317,100,10,RE1,corresponding author(s)
Enriquez,Enriquez et al. 2015,squash,Essential (90-100%),Small (<1ha),"secondary vegetation, incl. large forest fragments (>300ha)",other,low,21.51,reported,open,0,100,10,PA2,corresponding author(s)
Enriquez,Enriquez et al. 2015,squash,Essential (90-100%),Small (<1ha),"secondary vegetation, incl. large forest fragments (>300ha)",other,low,12.51,reported,open,0.018,100,10,CH1,corresponding author(s)
Enriquez,Enriquez et al. 2015,squash,Essential (90-100%),Small (<1ha),"secondary vegetation, incl. large forest fragments (>300ha)",other,low,124.62,reported,open,0.1317,100,10,CH2,corresponding author(s)
Enriquez,Enriquez et al. 2015,squash,Essential (90-100%),Small (<1ha),"secondary vegetation, incl. large forest fragments (>300ha)",other,low,60.38,reported,open,0.1796,100,10,RE2,corresponding author(s)
Enriquez,Enriquez et al. 2015,squash,Essential (90-100%),Small (<1ha),"secondary vegetation, incl. large forest fragments (>300ha)",other,low,151.37,reported,open,0.2096,100,10,RE3,corresponding author(s)
Enriquez,Enriquez et al. 2015,squash,Essential (90-100%),Small (<1ha),"secondary vegetation, incl. large forest fragments (>300ha)",other,low,111.03,reported,open,0.1377,100,10,UB1,corresponding author(s)
Enriquez,Enriquez et al. 2015,squash,Essential (90-100%),Small (<1ha),"secondary vegetation, incl. large forest fragments (>300ha)",other,low,239.01,reported,open,0.0838,100,10,UB2,corresponding author(s)
Escobedo,Escobedo-Kenefic et al. 2024,"Brassica rapa (rape, rape seed)",Modest (10-40%),Small <2ha,"forest (humid montane and low-montane tropical forests dominated by pine, forest reserves)",natural forest,both,321.25,reported,NA,0.754,1,22,BA,corresponding author(s)
Escobedo,Escobedo-Kenefic et al. 2024,"Brassica rapa (rape, rape seed)",Modest (10-40%),Small <2ha,"forest (humid montane and low-montane tropical forests dominated by pine, forest reserves)",natural forest,both,14.4,reported,NA,0.71407,1,22,BB,corresponding author(s)
Escobedo,Escobedo-Kenefic et al. 2024,"Brassica rapa (rape, rape seed)",Modest (10-40%),Small <2ha,"forest (humid montane and low-montane tropical forests dominated by pine, forest reserves)",natural forest,both,132.09,reported,NA,0.70458,1,22,BC,corresponding author(s)
Escobedo,Escobedo-Kenefic et al. 2024,"Brassica rapa (rape, rape seed)",Modest (10-40%),Small <2ha,"forest (humid montane and low-montane tropical forests dominated by pine, forest reserves)",natural forest,both,110.51,reported,NA,0.67177,1,22,BD,corresponding author(s)
Escobedo,Escobedo-Kenefic et al. 2024,"Brassica rapa (rape, rape seed)",Modest (10-40%),Small <2ha,"forest (humid montane and low-montane tropical forests dominated by pine, forest reserves)",natural forest,both,44.27,reported,NA,0.705597096,1,22,BE,corresponding author(s)
Escobedo,Escobedo-Kenefic et al. 2024,"Brassica rapa (rape, rape seed)",Modest (10-40%),Small <2ha,"forest (humid montane and low-montane tropical forests dominated by pine, forest reserves)",natural forest,both,27.56,reported,NA,0.717299578,1,22,BF,corresponding author(s)
Escobedo,Escobedo-Kenefic et al. 2024,"Brassica rapa (rape, rape seed)",Modest (10-40%),Small <2ha,"forest (humid montane and low-montane tropical forests dominated by pine, forest reserves)",natural forest,both,107.88,reported,NA,0.739789656,1,22,BG,corresponding author(s)
Escobedo,Escobedo-Kenefic et al. 2024,"Brassica rapa (rape, rape seed)",Modest (10-40%),Small <2ha,"forest (humid montane and low-montane tropical forests dominated by pine, forest reserves)",natural forest,both,19.87,reported,NA,0.739491588,1,22,BH,corresponding author(s)
Escobedo,Escobedo-Kenefic et al. 2024,"Brassica rapa (rape, rape seed)",Modest (10-40%),Small <2ha,"forest (humid montane and low-montane tropical forests dominated by pine, forest reserves)",natural forest,both,3.11,reported,NA,0.71807,1,22,BI,corresponding author(s)
Escobedo,Escobedo-Kenefic et al. 2024,"Brassica rapa (rape, rape seed)",Modest (10-40%),Small <2ha,"forest (humid montane and low-montane tropical forests dominated by pine, forest reserves)",natural forest,both,6.27,reported,NA,0.71131,1,22,BJ,corresponding author(s)
Escobedo,Escobedo-Kenefic et al. 2024,"Brassica rapa (rape, rape seed)",Modest (10-40%),Small <2ha,"forest (humid montane and low-montane tropical forests dominated by pine, forest reserves)",natural forest,both,73.35,reported,NA,0.711221494,1,22,BK,corresponding author(s)
Escobedo,Escobedo-Kenefic et al. 2024,"Brassica rapa (rape, rape seed)",Modest (10-40%),Small <2ha,"forest (humid montane and low-montane tropical forests dominated by pine, forest reserves)",natural forest,both,215.34,reported,NA,0.68145583,1,22,BL,corresponding author(s)
Escobedo,Escobedo-Kenefic et al. 2024,"Brassica rapa (rape, rape seed)",Modest (10-40%),Small <2ha,"forest (humid montane and low-montane tropical forests dominated by pine, forest reserves)",natural forest,both,36.51,reported,NA,0.614792865,1,22,BM,corresponding author(s)
Escobedo,Escobedo-Kenefic et al. 2024,"Brassica rapa (rape, rape seed)",Modest (10-40%),Small <2ha,"forest (humid montane and low-montane tropical forests dominated by pine, forest reserves)",natural forest,both,525.57,reported,NA,0.65574,1,22,CA,corresponding author(s)
Escobedo,Escobedo-Kenefic et al. 2024,"Brassica rapa (rape, rape seed)",Modest (10-40%),Small <2ha,"forest (humid montane and low-montane tropical forests dominated by pine, forest reserves)",natural forest,both,19.69,reported,NA,0.64734,1,22,CB,corresponding author(s)
Escobedo,Escobedo-Kenefic et al. 2024,"Brassica rapa (rape, rape seed)",Modest (10-40%),Small <2ha,"forest (humid montane and low-montane tropical forests dominated by pine, forest reserves)",natural forest,both,86.44,reported,NA,0.61,1,22,CC,corresponding author(s)
Escobedo,Escobedo-Kenefic et al. 2024,"Brassica rapa (rape, rape seed)",Modest (10-40%),Small <2ha,"forest (humid montane and low-montane tropical forests dominated by pine, forest reserves)",natural forest,both,609.32,reported,NA,0.6971,1,22,CD,corresponding author(s)
Escobedo,Escobedo-Kenefic et al. 2024,"Brassica rapa (rape, rape seed)",Modest (10-40%),Small <2ha,"forest (humid montane and low-montane tropical forests dominated by pine, forest reserves)",natural forest,both,488.91,reported,NA,0.7122,1,22,CF,corresponding author(s)
Escobedo,Escobedo-Kenefic et al. 2024,"Brassica rapa (rape, rape seed)",Modest (10-40%),Small <2ha,"forest (humid montane and low-montane tropical forests dominated by pine, forest reserves)",natural forest,both,525.57,reported,NA,0.71519,1,22,CG,corresponding author(s)
Escobedo,Escobedo-Kenefic et al. 2024,"Brassica rapa (rape, rape seed)",Modest (10-40%),Small <2ha,"forest (humid montane and low-montane tropical forests dominated by pine, forest reserves)",natural forest,both,661.38,reported,NA,0.673,1,22,CH,corresponding author(s)
Escobedo,Escobedo-Kenefic et al. 2024,"Brassica rapa (rape, rape seed)",Modest (10-40%),Small <2ha,"forest (humid montane and low-montane tropical forests dominated by pine, forest reserves)",natural forest,both,659.64,reported,NA,0.586,1,22,CI,corresponding author(s)
Escobedo,Escobedo-Kenefic et al. 2024,"Brassica rapa (rape, rape seed)",Modest (10-40%),Small <2ha,"forest (humid montane and low-montane tropical forests dominated by pine, forest reserves)",natural forest,both,192.37,reported,NA,0.623279468,1,22,CJ,corresponding author(s)
Geeraert,Geeraert et al. 2020,coffee,Modest (10-40%),0.73,coffee production agroforest,other,low,120,estimated,open,0.28,6,18,Plot01,corresponding author(s)
Geeraert,Geeraert et al. 2020,coffee,Modest (10-40%),0.01,coffee production agroforest,other,low,40,estimated,open,0.32,5,18,Plot02,corresponding author(s)
Geeraert,Geeraert et al. 2020,coffee,Modest (10-40%),0.19,coffee production agroforest,other,low,80,estimated,open,0.41,6,18,Plot03,corresponding author(s)
Geeraert,Geeraert et al. 2020,coffee,Modest (10-40%),0.31,coffee production agroforest,other,low,80,estimated,open,0.26,6,18,Plot04,corresponding author(s)
Geeraert,Geeraert et al. 2020,coffee,Modest (10-40%),1.36,coffee production agroforest,other,low,85,estimated,open,0.18,6,18,Plot05,corresponding author(s)
Geeraert,Geeraert et al. 2020,coffee,Modest (10-40%),0.79,coffee production agroforest,other,low,90,estimated,open,0.35,6,18,Plot06,corresponding author(s)
Geeraert,Geeraert et al. 2020,coffee,Modest (10-40%),1.12,coffee production agroforest,other,low,65,estimated,open,0.31,5,18,Plot07,corresponding author(s)
Geeraert,Geeraert et al. 2020,coffee,Modest (10-40%),4.03,coffee production agroforest,other,low,250,estimated,open,0.57,4,18,Plot08.1,corresponding author(s)
Geeraert,Geeraert et al. 2020,coffee,Modest (10-40%),4.03,coffee production agroforest,other,low,220,estimated,open,0.04,3,18,Plot08.2,corresponding author(s)
Geeraert,Geeraert et al. 2020,coffee,Modest (10-40%),2.35,coffee production agroforest,other,low,210,estimated,open,0.57,6,18,Plot09,corresponding author(s)
Geeraert,Geeraert et al. 2020,coffee,Modest (10-40%),0.74,coffee production agroforest,other,low,110,estimated,open,0.04,6,18,Plot10,corresponding author(s)
Geeraert,Geeraert et al. 2020,coffee,Modest (10-40%),0.83,coffee production agroforest,other,low,100,estimated,open,0.38,6,18,Plot11,corresponding author(s)
Geeraert,Geeraert et al. 2020,coffee,Modest (10-40%),1.47,coffee production agroforest,other,low,110,estimated,open,0.39,6,18,Plot12,corresponding author(s)
Geeraert,Geeraert et al. 2020,coffee,Modest (10-40%),1.06,coffee production agroforest,other,low,135,estimated,open,0.2,6,18,Plot13,corresponding author(s)
Geeraert,Geeraert et al. 2020,coffee,Modest (10-40%),12.6,coffee production agroforest,other,low,390,estimated,open,0.06,6,18,Plot16.1,corresponding author(s)
Geeraert,Geeraert et al. 2020,coffee,Modest (10-40%),12.6,coffee production agroforest,other,low,170,estimated,open,0.25,6,18,Plot16.2,corresponding author(s)
Geeraert,Geeraert et al. 2020,coffee,Modest (10-40%),12.6,coffee production agroforest,other,low,160,estimated,open,0.58,6,18,Plot16.3,corresponding author(s)
Hansen,Hansen et al. 2020,guava,Little (0-10%),Medium (2 - 8 ha),forest (evergreen forest defined as areas dominated by trees generally 5-40m tall and 20% of total vegetation cover),natural forest,high,370.66,reported,open,0.06,10,6,site 1,supplementary info (fruit set raw data)
Hansen,Hansen et al. 2020,guava,Little (0-10%),Medium (2 - 8 ha),forest (evergreen forest defined as areas dominated by trees generally 5-40m tall and 20% of total vegetation cover),natural forest,high,752,reported,open,0.5,10,6,site 2,supplementary info (fruit set raw data)
Hansen,Hansen et al. 2020,guava,Little (0-10%),Medium (2 - 8 ha),forest (evergreen forest defined as areas dominated by trees generally 5-40m tall and 20% of total vegetation cover),natural forest,high,5475,reported,open,0.06,10,6,site 3,supplementary info (fruit set raw data)
Hansen,Hansen et al. 2020,guava,Little (0-10%),Medium (2 - 8 ha),forest (evergreen forest defined as areas dominated by trees generally 5-40m tall and 20% of total vegetation cover),natural forest,high,769.82,reported,open,0.24,10,6,site 4,supplementary info (fruit set raw data)
Hansen,Hansen et al. 2020,guava,Little (0-10%),Medium (2 - 8 ha),forest (evergreen forest defined as areas dominated by trees generally 5-40m tall and 20% of total vegetation cover),natural forest,high,8676,reported,open,0.34,10,6,site 5,supplementary info (fruit set raw data)
Hansen,Hansen et al. 2020,guava,Little (0-10%),Medium (2 - 8 ha),forest (evergreen forest defined as areas dominated by trees generally 5-40m tall and 20% of total vegetation cover),natural forest,high,7070,reported,open,0.76,10,6,site 6,supplementary info (fruit set raw data)
Klein_a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,100,reported,open,0.89725,counted flowers on three branches of four selected coffee shrubs per study site,24,area 1,corresponding author(s)
Klein_a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,1500,reported,open,0.681,counted flowers on three branches of four selected coffee shrubs per study site,24,area 2,corresponding author(s)
Klein_a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,2500,reported,open,0.77125,counted flowers on three branches of four selected coffee shrubs per study site,24,area 3,corresponding author(s)
Klein_a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,2000,reported,open,0.5,counted flowers on three branches of four selected coffee shrubs per study site,24,area 4,corresponding author(s)
Klein_a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,1000,reported,open,0.75,counted flowers on three branches of four selected coffee shrubs per study site,24,area 5,corresponding author(s)
Klein_a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,500,reported,open,0.7675,counted flowers on three branches of four selected coffee shrubs per study site,24,area 6,corresponding author(s)
Klein_a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,100,reported,open,0.628213957,counted flowers on three branches of four selected coffee shrubs per study site,24,area 7,corresponding author(s)
Klein_a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,1000,reported,open,0.764,counted flowers on three branches of four selected coffee shrubs per study site,24,area 8,corresponding author(s)
Klein_a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,0,reported,open,0.8,counted flowers on three branches of four selected coffee shrubs per study site,24,area 9,corresponding author(s)
Klein_a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,0,reported,open,0.9,counted flowers on three branches of four selected coffee shrubs per study site,24,area 10,corresponding author(s)
Klein_a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,50,reported,open,0.87225,counted flowers on three branches of four selected coffee shrubs per study site,24,area 11,corresponding author(s)
Klein_a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,800,reported,open,0.6,counted flowers on three branches of four selected coffee shrubs per study site,24,area 12,corresponding author(s)
Klein_a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,1500,reported,open,0.7,counted flowers on three branches of four selected coffee shrubs per study site,24,area 13,corresponding author(s)
Klein_a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,1500,reported,open,0.7,counted flowers on three branches of four selected coffee shrubs per study site,24,area 14,corresponding author(s)
Klein_a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,1000,reported,open,0.8,counted flowers on three branches of four selected coffee shrubs per study site,24,area 15,corresponding author(s)
Klein_a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,0,reported,open,0.875,counted flowers on three branches of four selected coffee shrubs per study site,24,area 16,corresponding author(s)
Klein_a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,600,reported,open,0.6,counted flowers on three branches of four selected coffee shrubs per study site,24,area 17,corresponding author(s)
Klein_a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,500,reported,open,0.8,counted flowers on three branches of four selected coffee shrubs per study site,24,area 18,corresponding author(s)
Klein_a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,0,reported,open,0.69025,counted flowers on three branches of four selected coffee shrubs per study site,24,area 19,corresponding author(s)
Klein_a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,600,reported,open,0.757,counted flowers on three branches of four selected coffee shrubs per study site,24,area 20,corresponding author(s)
Klein_a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,10,reported,open,0.8875,counted flowers on three branches of four selected coffee shrubs per study site,24,area 21,corresponding author(s)
Klein_a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,1500,reported,open,0.7625,counted flowers on three branches of four selected coffee shrubs per study site,24,area 22,corresponding author(s)
Klein_a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,500,reported,open,0.8035,counted flowers on three branches of four selected coffee shrubs per study site,24,area 23,corresponding author(s)
Klein_a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,1500,reported,open,0.65625,counted flowers on three branches of four selected coffee shrubs per study site,24,area 24,corresponding author(s)
Klein_b),Klein et al. 2003 b),coffee canephora,Great (40-90%),NA,natural rainforest,natural forest,low,100,reported,open,0.9665,four ßower-cluster at four branches of four trees at each of the 15 sites,15,area 1,corresponding author(s)
Klein_b),Klein et al. 2003 b),coffee canephora,Great (40-90%),NA,natural rainforest,natural forest,low,500,reported,open,0.851,four ßower-cluster at four branches of four trees at each of the 15 sites,15,area 6,corresponding author(s)
Klein_b),Klein et al. 2003 b),coffee canephora,Great (40-90%),NA,natural rainforest,natural forest,low,100,reported,open,0.912,four ßower-cluster at four branches of four trees at each of the 15 sites,15,area 7,corresponding author(s)
Klein_b),Klein et al. 2003 b),coffee canephora,Great (40-90%),NA,natural rainforest,natural forest,low,1000,reported,open,0.78725,four ßower-cluster at four branches of four trees at each of the 15 sites,15,area 8,corresponding author(s)
Klein_b),Klein et al. 2003 b),coffee canephora,Great (40-90%),NA,natural rainforest,natural forest,low,0,reported,open,0.897,four ßower-cluster at four branches of four trees at each of the 15 sites,15,area 9,corresponding author(s)
Klein_b),Klein et al. 2003 b),coffee canephora,Great (40-90%),NA,natural rainforest,natural forest,low,0,reported,open,0.9725,four ßower-cluster at four branches of four trees at each of the 15 sites,15,area 10,corresponding author(s)
Klein_b),Klein et al. 2003 b),coffee canephora,Great (40-90%),NA,natural rainforest,natural forest,low,800,reported,open,0.61125,four ßower-cluster at four branches of four trees at each of the 15 sites,15,area 12,corresponding author(s)
Klein_b),Klein et al. 2003 b),coffee canephora,Great (40-90%),NA,natural rainforest,natural forest,low,1500,reported,open,0.646,four ßower-cluster at four branches of four trees at each of the 15 sites,15,area 14,corresponding author(s)
Klein_b),Klein et al. 2003 b),coffee canephora,Great (40-90%),NA,natural rainforest,natural forest,low,0,reported,open,0.8975,four ßower-cluster at four branches of four trees at each of the 15 sites,15,area 16,corresponding author(s)
Klein_b),Klein et al. 2003 b),coffee canephora,Great (40-90%),NA,natural rainforest,natural forest,low,500,reported,open,0.68725,four ßower-cluster at four branches of four trees at each of the 15 sites,15,area 18,corresponding author(s)
Klein_b),Klein et al. 2003 b),coffee canephora,Great (40-90%),NA,natural rainforest,natural forest,low,0,reported,open,0.6875,four ßower-cluster at four branches of four trees at each of the 15 sites,15,area 19,corresponding author(s)
Klein_b),Klein et al. 2003 b),coffee canephora,Great (40-90%),NA,natural rainforest,natural forest,low,600,reported,open,0.771,four ßower-cluster at four branches of four trees at each of the 15 sites,15,area 20,corresponding author(s)
Klein_b),Klein et al. 2003 b),coffee canephora,Great (40-90%),NA,natural rainforest,natural forest,low,10,reported,open,0.889,four ßower-cluster at four branches of four trees at each of the 15 sites,15,area 21,corresponding author(s)
Klein_b),Klein et al. 2003 b),coffee canephora,Great (40-90%),NA,natural rainforest,natural forest,low,500,reported,open,0.7965,four ßower-cluster at four branches of four trees at each of the 15 sites,15,area 23,corresponding author(s)
Klein_b),Klein et al. 2003 b),coffee canephora,Great (40-90%),NA,natural rainforest,natural forest,low,1500,reported,open,0.5805,four ßower-cluster at four branches of four trees at each of the 15 sites,15,area 24,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,100,reported,open,0.316,1,35,bal,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,0,reported,open,0.2963,1,35,bas,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Small (<2ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,50,reported,open,0.5073,1,35,bas,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Small (<2ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,100,reported,open,0.3899,1,35,bas,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Small (<2ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,250,reported,open,0.382,1,35,bas,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,500,reported,open,0.2658,1,35,bas,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,0,reported,open,0.264,1,35,baso,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,50,reported,open,0.4637,1,35,baso,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,100,reported,open,0.3521,1,35,baso,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,100,reported,open,0.3615,1,35,be,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,0,reported,open,0.1157,1,35,chl,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,50,reported,open,0.2415,1,35,chl,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,100,reported,open,0.0819,1,35,chl,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,500,reported,open,0.2805,1,35,chl,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,0,reported,open,0.0996,1,35,chs,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,50,reported,open,0.2028,1,35,chs,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,100,reported,open,0.302,1,35,chs,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,250,reported,open,0.4038,1,35,chs,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,500,reported,open,0.2678,1,35,chs,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,0,reported,open,0.2596,1,35,devpur,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,50,reported,open,0.4878,1,35,devpur,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,100,reported,open,0.4183,1,35,devpur,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,250,reported,open,0.5465,1,35,devpur,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,500,reported,open,0.5385,1,35,devpur,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,0,reported,open,0.2949,1,35,dhm,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,50,reported,open,0.595,1,35,dhm,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,100,reported,open,0.3175,1,35,dhm,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,250,reported,open,0.2329,1,35,dhm,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,500,reported,open,0.3532,1,35,dhm,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,50,reported,open,0.3333,1,35,hal,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,250,reported,open,0.1713,1,35,hal,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,0,reported,open,0.4654,1,35,has,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,50,reported,open,0.4211,1,35,has,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,100,reported,open,0.3346,1,35,has,corresponding author(s)
Krishnan,Krishnan et al. 2012,coffee,Great (40-90%),Medium (2-15ha),forest (forest fragments rangng in size from 0.3 to 20 ha and some officially protected forests >200ha),natural forest,NA,250,reported,open,0.5539,1,35,has,corresponding author(s)
